id	node1	label	node2
Q1011-P571-1	Q1011	P571	^1975-07-05T00:00:00Z/11
Q1019-P571-1	Q1019	P571	^1960-01-01T00:00:00Z/9
Q1020773-P571-1	Q1020773	P571	^1892-10-12T00:00:00Z/11
Q1027-P571-1	Q1027	P571	^1968-03-12T00:00:00Z/11
Q10272528-P571-1	Q10272528	P571	^1872-00-00T00:00:00Z/9
Q1033-P571-1	Q1033	P571	^1960-01-01T00:00:00Z/9
Q1036-P571-1	Q1036	P571	^1962-01-01T00:00:00Z/9
Q1056430-P571-1	Q1056430	P571	^1988-00-00T00:00:00Z/9
Q113215-P571-1	Q113215	P571	^1847-01-01T00:00:00Z/9
Q1140843-P571-1	Q1140843	P571	^1916-05-06T00:00:00Z/11
Q1164954-P571-1	Q1164954	P571	^1769-00-00T00:00:00Z/9
Q117-P571-1	Q117	P571	^1957-01-01T00:00:00Z/9
Q12002324-P571-1	Q12002324	P571	^1698-00-00T00:00:00Z/9
Q12282497-P571-1	Q12282497	P571	^1881-00-00T00:00:00Z/9
Q1246-P571-1	Q1246	P571	^2008-02-17T00:00:00Z/11
Q12678128-P571-1	Q12678128	P571	^1853-00-00T00:00:00Z/9
Q12810924-P571-1	Q12810924	P571	^1969-10-31T00:00:00Z/11
Q128738-P571-1	Q128738	P571	^1977-08-02T00:00:00Z/11
Q12877510-P571-1	Q12877510	P571	^1996-02-01T00:00:00Z/11
Q1397604-P571-1	Q1397604	P571	^1664-00-00T00:00:00Z/9
Q142-P571-1	Q142	P571	^0463-00-00T00:00:00Z/9
Q142-P571-2	Q142	P571	^1450-00-00T00:00:00Z/7
Q142-P571-3	Q142	P571	^1958-10-04T00:00:00Z/11
Q142-P7295-1	Q142	P7295	^1582-12-20T00:00:00Z/11
Q142-P7295-2	Q142	P7295	^1806-01-01T00:00:00Z/11
Q145-P571-1	Q145	P571	^1927-04-12T00:00:00Z/11
Q145-P7295-1	Q145	P7295	^1752-09-14T00:00:00Z/11
Q148-P571-1	Q148	P571	^1949-10-01T00:00:00Z/11
Q14835-P571-1	Q14835	P571	^1002-00-00T00:00:00Z/9
Q1502941-P571-1	Q1502941	P571	^1973-00-00T00:00:00Z/9
Q15180-P571-1	Q15180	P571	^1922-12-30T00:00:00Z/11
Q15180-P576-1	Q15180	P576	^1991-12-26T00:00:00Z/11
Q1524-P571-1	Q1524	P571	^-7000-00-00T00:00:00Z/6
Q153015-P571-1	Q153015	P571	^1806-01-01T00:00:00Z/9
Q153015-P576-1	Q153015	P576	^1918-01-01T00:00:00Z/9
Q15304350-P571-1	Q15304350	P571	^1991-00-00T00:00:00Z/9
Q153075-P571-1	Q153075	P571	^1615-00-00T00:00:00Z/9
Q153546-P571-1	Q153546	P571	^1328-00-00T00:00:00Z/9
Q155-P571-1	Q155	P571	^1822-01-01T00:00:00Z/9
Q1584923-P571-1	Q1584923	P571	^1900-00-00T00:00:00Z/9
Q159-P571-1	Q159	P571	^0862-00-00T00:00:00Z/9
Q159-P571-2	Q159	P571	^1917-10-25T00:00:00Z/11
Q159-P571-3	Q159	P571	^1991-12-25T00:00:00Z/11
Q159-P571-4	Q159	P571	^1991-12-26T00:00:00Z/11
Q159-P7295-1	Q159	P7295	^1918-02-14T00:00:00Z/11
Q16-P571-1	Q16	P571	^1867-07-01T00:00:00Z/11
Q161140-P571-1	Q161140	P571	^1997-12-01T00:00:00Z/10
Q1632494-P571-1	Q1632494	P571	^1906-00-00T00:00:00Z/9
Q16533727-P571-1	Q16533727	P571	^2011-00-00T00:00:00Z/9
Q17-P571-2	Q17	P571	^-0660-02-11T00:00:00Z/11
Q17-P571-1	Q17	P571	^1947-05-03T00:00:00Z/11
Q17151-P1249-1	Q17151	P1249	^-0400-00-00T00:00:00Z/7
Q17151-P571-1	Q17151	P571	^-0315-00-00T00:00:00Z/9
Q1726-P1249-1	Q1726	P1249	^1158-06-14T00:00:00Z/11
Q1726-P571-1	Q1726	P571	^1158-00-00T00:00:00Z/9
Q172668-P1249-1	Q172668	P1249	^1070-00-00T00:00:00Z/9
Q1798652-P571-1	Q1798652	P571	^1873-00-00T00:00:00Z/9
Q1806359-P571-1	Q1806359	P571	^1993-00-00T00:00:00Z/9
Q180855-P571-1	Q180855	P571	^1864-07-12T00:00:00Z/11
Q1828277-P571-1	Q1828277	P571	^2004-00-00T00:00:00Z/9
Q183-P1249-1	Q183	P1249	^0919-00-00T00:00:00Z/9
Q183-P571-2	Q183	P571	^0843-08-10T00:00:00Z/11
Q183-P571-1	Q183	P571	^1990-10-03T00:00:00Z/11
Q184-P571-1	Q184	P571	^1991-08-25T00:00:00Z/11
Q189-P571-1	Q189	P571	^1918-12-01T00:00:00Z/11
Q1907605-P571-1	Q1907605	P571	^1975-00-00T00:00:00Z/9
Q191-P571-1	Q191	P571	^1918-02-24T00:00:00Z/11
Q191-P7295-1	Q191	P7295	^1918-03-01T00:00:00Z/11
Q19173742-P577-1	Q19173742	P577	^1874-01-01T00:00:00Z/9
Q19175504-P577-1	Q19175504	P577	^1855-00-00T00:00:00Z/9
Q19237092-P577-1	Q19237092	P577	^1855-00-00T00:00:00Z/9
Q19402954-P571-1	Q19402954	P571	^1902-00-00T00:00:00Z/9
Q1987425-P571-1	Q1987425	P571	^2001-00-00T00:00:00Z/9
Q205601-P571-1	Q205601	P571	^1952-00-00T00:00:00Z/9
Q211-P571-1	Q211	P571	^1918-11-18T00:00:00Z/11
Q212-P571-1	Q212	P571	^1991-08-24T00:00:00Z/11
Q213-P1249-1	Q213	P1249	^0900-00-00T00:00:00Z/7
Q213-P571-1	Q213	P571	^1993-01-01T00:00:00Z/11
Q214-P571-1	Q214	P571	^1939-03-14T00:00:00Z/11
Q2156377-P571-1	Q2156377	P571	^1986-01-01T00:00:00Z/9
Q219-P571-1	Q219	P571	^1908-09-22T00:00:00Z/11
Q2205893-P571-1	Q2205893	P571	^1889-00-00T00:00:00Z/9
Q221-P571-1	Q221	P571	^1991-00-00T00:00:00Z/9
Q222-P571-1	Q222	P571	^1912-11-28T00:00:00Z/11
Q224-P571-1	Q224	P571	^1991-06-25T00:00:00Z/11
Q225-P571-1	Q225	P571	^1992-03-01T00:00:00Z/11
Q227-P571-1	Q227	P571	^1991-00-00T00:00:00Z/9
Q228-P571-1	Q228	P571	^1278-00-00T00:00:00Z/9
Q229-P571-1	Q229	P571	^1960-08-16T00:00:00Z/11
Q2292518-P571-1	Q2292518	P571	^1856-00-00T00:00:00Z/9
Q2292518-P576-1	Q2292518	P576	^2008-00-00T00:00:00Z/9
Q230-P571-1	Q230	P571	^1008-00-00T00:00:00Z/9
Q230-P571-3	Q230	P571	^1918-00-00T00:00:00Z/9
Q230-P571-2	Q230	P571	^1991-00-00T00:00:00Z/9
Q2319266-P571-1	Q2319266	P571	^1759-01-01T00:00:00Z/9
Q233-P571-1	Q233	P571	^1964-09-21T00:00:00Z/11
Q2345368-P571-1	Q2345368	P571	^1900-00-00T00:00:00Z/9
Q23482-P571-1	Q23482	P571	^-0600-00-00T00:00:00Z/9
Q236-P571-1	Q236	P571	^2006-06-03T00:00:00Z/11
Q241-P571-1	Q241	P571	^1898-12-10T00:00:00Z/11
Q2421215-P571-1	Q2421215	P571	^1968-01-01T00:00:00Z/11
Q258-P571-1	Q258	P571	^1910-01-01T00:00:00Z/9
Q2601227-P571-1	Q2601227	P571	^1819-00-00T00:00:00Z/9
Q26253-P571-1	Q26253	P571	^1976-00-00T00:00:00Z/9
Q2638082-P571-1	Q2638082	P571	^1980-12-26T00:00:00Z/11
Q263980-P571-1	Q263980	P571	^1895-00-00T00:00:00Z/9
Q2689313-P571-1	Q2689313	P571	^2003-00-00T00:00:00Z/9
Q27-P571-1	Q27	P571	^1937-12-29T00:00:00Z/11
Q27-P7295-1	Q27	P7295	^1752-09-14T00:00:00Z/11
Q2729871-P571-1	Q2729871	P571	^1969-01-01T00:00:00Z/9
Q2751525-P571-1	Q2751525	P571	^1997-02-20T00:00:00Z/11
Q2754546-P571-1	Q2754546	P571	^1825-01-01T00:00:00Z/9
Q2799401-P571-1	Q2799401	P571	^1949-00-00T00:00:00Z/9
Q28-P571-1	Q28	P571	^1000-12-00T00:00:00Z/10
Q28195743-P571-1	Q28195743	P571	^1871-01-01T00:00:00Z/9
Q282879-P571-1	Q282879	P571	^1848-00-00T00:00:00Z/9
Q288727-P571-1	Q288727	P571	^1876-01-01T00:00:00Z/9
Q29-P571-1	Q29	P571	^1479-00-00T00:00:00Z/9
Q29-P571-2	Q29	P571	^1516-00-00T00:00:00Z/9
Q29-P571-3	Q29	P571	^1715-00-00T00:00:00Z/9
Q29-P571-4	Q29	P571	^1812-03-19T00:00:00Z/11
Q29-P571-5	Q29	P571	^1931-12-09T00:00:00Z/11
Q29-P571-6	Q29	P571	^1978-12-29T00:00:00Z/11
Q29-P7295-1	Q29	P7295	^1582-10-15T00:00:00Z/11
Q298-P571-1	Q298	P571	^1810-09-18T00:00:00Z/11
Q30-P571-1	Q30	P571	^1776-07-04T00:00:00Z/11
Q30-P7295-1	Q30	P7295	^1582-10-15T00:00:00Z/11
Q30-P7295-2	Q30	P7295	^1582-12-20T00:00:00Z/11
